Name,Rarity,Type,Description,Card Id,Pack Name,Set Number,PacksAwarded
Rune javelin tips,Rare,Item,,2857,,,0
Rune keel parts,Rare,Item,,2858,,,0
Rune kiteshield,Rare,Item,,2859,Knights of Saradomin,,0
Rune kiteshield (g),Rare,Item,,2860,,,0
Rune kiteshield (t),Rare,Item,,2861,,,0
Rune knife,Rare,Item,,2862,,,0
Rune longsword,Rare,Item,,2863,Jewel of Misthalin,,0
Rune mace,Rare,Item,,2864,Jewel of Misthalin,,0
Rune med helm,Rare,Item,,2865,Jewel of Misthalin,,0
Rune nails,Rare,Item,,2866,,,0
Rune pickaxe,Rare,Item,,2867,,,0
Rune platebody,Rare,Item,,2868,Fallen Empires,,0
Rune platebody (g),Rare,Item,,2869,,,0
Rune platebody (h1),Rare,Item,,2870,,,0
Rune platebody (h2),Rare,Item,,2871,,,0
Rune platebody (h3),Rare,Item,,2872,,,0
Rune platebody (h4),Rare,Item,,2873,,,0
Rune platebody (h5),Rare,Item,,2874,,,0
Rune platebody (t),Rare,Item,,2875,,,0
Rune platelegs,Rare,Item,,2876,Jewel of Misthalin,,0
Rune platelegs (g),Rare,Item,,2877,,,0
Rune platelegs (t),Rare,Item,,2878,,,0
Rune plateskirt,Rare,Item,,2879,Jewel of Misthalin,,0
Rune plateskirt (g),Rare,Item,,2880,,,0
Rune plateskirt (t),Rare,Item,,2881,,,0
Rune pouch note,Mythic,Item,,2882,,,0
Rune satchel,Common,Item,,2883,,,0
Rune scimitar,Rare,Item,,2884,,,0
Rune scimitar ornament kit (guthix),Common,Item,,2885,,,0
Rune scimitar ornament kit (saradomin),Common,Item,,2886,,,0
Rune scimitar ornament kit (zamorak),Common,Item,,2887,,,0
Rune shield (h1),Rare,Item,,2888,,,0
Rune shield (h2),Rare,Item,,2889,,,0
Rune shield (h3),Rare,Item,,2890,,,0
Rune shield (h4),Rare,Item,,2891,,,0
Rune shield (h5),Rare,Item,,2892,,,0
Rune spear,Rare,Item,,2893,Knights of Saradomin,,0
Rune sq shield,Rare,Item,,2894,Jewel of Misthalin,,0
Rune sword,Rare,Item,,2895,Jewel of Misthalin,,0
Rune thrownaxe,Rare,Item,,2896,,,0
Rune warhammer,Rare,Item,,2897,,,0
Runescroll of bloodbark,Uncommon,Item,,2898,,,0
Runescroll of swampbark,Uncommon,Item,,2899,,,0
Runite bar,Rare,Item,,2900,Jewel of Misthalin,,0
Runite bolts,Rare,Item,,2901,,,0
Runite bolts (unf),Uncommon,Item,,2902,,,0
Runite crossbow (u),Uncommon,Item,,2903,,,0
Runite limbs,Uncommon,Item,,2904,,,0
Runite ore,Rare,Item,,2905,,,0
Sack pack,Common,Item,,2906,,,0
Sagacious spectacles,Common,Item,,2907,,,0
Sailor's mirage,Common,Item,,2908,,,0
Salmon,Uncommon,Item,,2909,,,0
Saltpetre,Common,Item,,2910,,,0
Salve graveyard teleport (tablet),Uncommon,Item,,2911,,,0
Salvor's paint,Common,Item,,2912,,,0
Sample bottle,Common,Item,,2913,,,0
Samurai boots,Rare,Item,,2914,,,0
Samurai gloves,Rare,Item,,2915,,,0
Samurai greaves,Rare,Item,,2916,,,0
Samurai kasa,Rare,Item,,2917,,,0
Samurai shirt,Rare,Item,,2918,,,0
Sandstone,Common,Item,,2919,,,0
Sandwich lady bottom,Common,Item,,2920,,,0
Sandwich lady hat,Common,Item,,2921,,,0
Sandwich lady top,Common,Item,,2922,,,0
Sandworms,Common,Item,,2923,,,0
Sandworms pack,Common,Item,,2924,,,0
Sanfew serum,Rare,Item,,2925,,,0
Sanguinesti staff,Legendary,Item,,2926,,,0
Santa hat,Common,Item,,2927,,,0
Sapphire,Common,Item,,2928,,,0
Sapphire amulet,Common,Item,,2929,,,0
Sapphire amulet (u),Common,Item,,2930,,,0
Sapphire bolt tips,Common,Item,,2931,,,0
Sapphire bolts,Uncommon,Item,,2932,,,0
Sapphire bolts (e),Uncommon,Item,,2933,,,0
Sapphire bracelet,Common,Item,,2934,Emir’s Dominion,,0
Sapphire dragon bolts,Mythic,Item,,2935,Emir’s Dominion,,0
Sapphire dragon bolts (e),Mythic,Item,,2936,Emir’s Dominion,,0
Sapphire glacialis (item),Uncommon,Item,,2937,Emir’s Dominion,,0
Sapphire glacialis mix,Uncommon,Item,,2938,Emir’s Dominion,,0
Sapphire necklace,Common,Item,,2939,,,0
Sapphire ring,Common,Item,,2940,Emir’s Dominion,,0
Sarachnis cudgel,Mythic,Item,,2941,,,0
Saradomin bracers,Mythic,Item,,2942,,,0
Saradomin brew,Legendary,Item,,2943,,,0
Saradomin chaps,Mythic,Item,,2944,,,0
Saradomin cloak,Uncommon,Item,,2945,Emir’s Dominion,,0
Saradomin coif,Mythic,Item,,2946,Emir’s Dominion,,0
Saradomin crozier,Uncommon,Item,,2947,,,0
Saradomin d'hide body,Mythic,Item,,2948,,,0
Saradomin d'hide boots,Mythic,Item,,2949,,,0
Saradomin d'hide shield,Mythic,Item,,2950,,,0
Saradomin full helm,Rare,Item,,2951,,,0
Saradomin godsword,Legendary,Item,,2952,,,0
Saradomin godsword ornament kit,Common,Item,,2953,,,0
Saradomin hilt,Rare,Item,,2954,,,0
Saradomin kiteshield,Rare,Item,,2955,,,0
Saradomin mitre,Uncommon,Item,,2956,,,0
Saradomin mjolnir,Uncommon,Item,,2957,,,0
Saradomin page 1,Uncommon,Item,,2958,,,0
Saradomin page 2,Uncommon,Item,,2959,,,0
Saradomin page 3,Uncommon,Item,,2960,,,0
Saradomin page 4,Uncommon,Item,,2961,,,0
Saradomin platebody,Rare,Item,,2962,,,0
Saradomin platelegs,Rare,Item,,2963,,,0
Saradomin plateskirt,Rare,Item,,2964,,,0
Saradomin robe legs,Uncommon,Item,,2965,,,0
Saradomin robe top,Uncommon,Item,,2966,,,0
Saradomin stole,Uncommon,Item,,2967,,,0
Saradomin sword,Mythic,Item,,2968,,,0
Saradomin's light,Uncommon,Item,,2969,,,0
Saradomin's tear,Rare,Item,,2970,,,0
Sardine,Common,Item,,2971,,,0
Saturated heart,Legendary,Item,,2972,,,0
Saw,Common,Item,,2973,Jewel of Misthalin,,0
Sawmill voucher,Common,Item,,2974,,,0
Scaly blue dragonhide,Rare,Item,,2975,,,0
Scrambled egg,Common,Item,,2976,Humble Beginnings,,0
Scythe of vitur,Legendary,Item,,2977,Shadows Over Hallowvale,,0
Sea turtle,Mythic,Item,,2978,,,0
Searing page,Rare,Item,,2979,,,0
Seasoned sardine,Common,Item,,2980,,,0
Seaweed,Common,Item,,2981,Ports and POHs,,0
Seaweed spore,Uncommon,Item,,2982,,,0
Secateurs,Common,Item,,2983,Humble Beginnings,,0
Secateurs attachment,Common,Item,,2984,,,0
Secateurs blade,Common,Item,,2985,,,0
Security book,Common,Item,,2986,Humble Beginnings,,0
Seed dibber,Common,Item,,2987,Humble Beginnings,,0
Seercull,Rare,Item,,2988,,,0
Seers icon,Uncommon,Item,,2989,,,0
Seers ring,Mythic,Item,,2990,,,0
Senntisten teleport (tablet),Uncommon,Item,,2991,,,0
Serpentine helm,Mythic,Item,,2992,,,0
Serpentine visage,Uncommon,Item,,2993,,,0
Serum 207,Common,Item,,2994,,,0
Shade robe,Common,Item,,2995,Fallen Empires,,0
Shade robe top,Common,Item,,2996,Fallen Empires,,0
Shaikahan bones,Common,Item,,2997,,,0
Shaman mask,Common,Item,,2998,,,0
Shantay pass (item),Common,Item,,2999,,,0
Shark,Mythic,Item,,3000,,,0
Shark lure,Common,Item,,3001,,,0
Shark paint,Common,Item,,3002,,,0
Shaving stand (flatpack),Common,Item,,3003,,,0
Shayzien banner,Common,Item,,3004,,,0
Shayzien hood,Common,Item,,3005,,,0
Shayzien scarf,Common,Item,,3006,,,0
Shears,Common,Item,,3007,Humble Beginnings,,0
Shield left half,Uncommon,Item,,3008,,,0
Shield right half,Uncommon,Item,,3009,,,0
Shimmering pearl,Rare,Item,,3010,,,0
Shiny pearl,Uncommon,Item,,3011,,,0
Ship ticket,Common,Item,,3012,,,0
Shirt (brown),Common,Item,,3013,,,0
Shirt (lilac),Common,Item,,3014,,,0
Shirt (yellow),Common,Item,,3015,,,0
Shoe box (flatpack),Common,Item,,3016,,,0
Short green guy,Common,Item,,3017,,,0
Shortbow,Common,Item,,3018,Humble Beginnings,,0
Shortbow (u),Common,Item,,3019,Humble Beginnings,,0
Shorts (blue),Common,Item,,3020,,,0
Shorts (brown),Common,Item,,3021,,,0
Shorts (yellow),Common,Item,,3022,,,0
Shoulder parrot,Common,Item,,3023,,,0
Shrimps,Common,Item,,3024,Humble Beginnings,,0
Shrunk ogleroot,Common,Item,,3025,,,0
Sickle mould,Common,Item,,3026,Emir’s Dominion,,0
Silk,Common,Item,,3027,Emir’s Dominion,,0
Silver bar,Uncommon,Item,,3028,Emir’s Dominion,,0
Silver bolts,Uncommon,Item,,3029,Emir’s Dominion,,0
Silver bolts (unf),Common,Item,,3030,Emir’s Dominion,,0
Silver dust,Common,Item,,3031,,,0
Silver locks,Uncommon,Item,,3032,,,0
Silver ore,Uncommon,Item,,3033,Emir’s Dominion,,0
Silver sickle,Uncommon,Item,,3034,Creatures of the Night,,0
Sinew,Common,Item,,3035,Humble Beginnings,,0
Sinister key,Rare,Item,,3036,,,0
Skeletal boots,Uncommon,Item,,3037,,,0
Skeletal bottoms,Rare,Item,,3038,,,0
Skeletal gloves,Uncommon,Item,,3039,,,0
Skeletal helm,Rare,Item,,3040,,,0
Skeletal top,Rare,Item,,3041,,,0
Skeletal visage,Rare,Item,,3042,,,0
Skewer,Common,Item,,3043,,,0
Skewer stick,Common,Item,,3044,,,0
Skewered beast,Common,Item,,3045,,,0
Skewered bird meat,Common,Item,,3046,,,0
Skewered chompy,Common,Item,,3047,,,0
Skewered rabbit,Common,Item,,3048,,,0
Skills necklace,Mythic,Item,,3049,,,0
Skirt (blue),Common,Item,,3050,,,0
Skirt (brown),Common,Item,,3051,,,0
Skirt (lilac),Common,Item,,3052,,,0
Skull of vet'ion,Rare,Item,,3053,,,0
Skull piece,Uncommon,Item,,3054,,,0
Slayer bell,Common,Item,,3055,Mages of the Shore,,0
Slayer's enchantment,Common,Item,,3056,,,0
Slayer's respite,Common,Item,,3057,,,0
Slayer's respite (keg),Common,Item,,3058,,,0
Slayer's respite(m),Common,Item,,3059,,,0
Slayer's respite(m) (keg),Common,Item,,3060,,,0
Slayer's staff,Rare,Item,,3061,Fremmenik Booster Pack,,0
Sleeping cap,Common,Item,,3062,,,0
Sliced banana,Common,Item,,3063,,,0
Sliced mushrooms,Common,Item,,3064,,,0
Small box hedge (bagged),Rare,Item,,3065,,,0
Small fishing net,Common,Item,,3066,Humble Beginnings,,0
Small pearl,Common,Item,,3067,,,0
Smashed glass,Common,Item,,3068,,,0
Smelly sock,Common,Item,,3069,,,0
Smoke battlestaff,Uncommon,Item,,3070,,,0
Smoke rune,Uncommon,Item,,3071,,,0
Smouldering stone,Mythic,Item,,3072,,,0
Snake hide,Common,Item,,3073,,,0
Snakeskin,Common,Item,,3074,,,0
Snakeskin bandana,Common,Item,,3075,,,0
Snakeskin body,Common,Item,,3076,,,0
Snakeskin boots,Common,Item,,3077,,,0
Snakeskin chaps,Common,Item,,3078,,,0
Snakeskin shield,Common,Item,,3079,,,0
Snakeskin vambraces,Common,Item,,3080,,,0
Snapdragon,Mythic,Item,,3081,,,0
Snapdragon potion (unf),Uncommon,Item,,3082,,,0
Snapdragon seed,Mythic,Item,,3083,,,0
Snape grass,Uncommon,Item,,3084,Ports and POHs,,0
Snape grass seed,Rare,Item,,3085,Mages of the Shore,,0
Snowy knight (item),Rare,Item,,3086,,,0
Snowy knight mix,Rare,Item,,3087,,,0
Soaked page,Uncommon,Item,,3088,,,0
Soda ash,Common,Item,,3089,Ports and POHs,,0
Soft clay,Common,Item,,3090,Jewel of Misthalin,,0
Soiled page,Uncommon,Item,,3091,,,0
Soul rune,Mythic,Item,,3092,,,0
Soulflame horn,Mythic,Item,,3093,,,0
Soulreaper axe,Legendary,Item,,3094,,,0
Spade,Common,Item,,3095,Humble Beginnings,,0
Spatula,Uncommon,Item,,3096,,,0
Spectral sigil,Rare,Item,,3097,,,0
Spectral spirit shield,Legendary,Item,,3098,,,0
Spice,Common,Item,,3099,,,0
Spicy crunchies,Common,Item,,3100,,,0
Spicy minced meat,Common,Item,,3101,Humble Beginnings,,0
Spicy sauce,Common,Item,,3102,Gnome Booster Pack,,0
Spicy tomato,Common,Item,,3103,Gnome Booster Pack,,0
Spider carcass,Common,Item,,3104,,,0
Spider cave teleport,Uncommon,Item,,3105,,,0
Spider on shaft,Uncommon,Item,,3106,,,0
Spider on shaft (raw),Common,Item,,3107,,,0
Spider on stick,Uncommon,Item,,3108,,,0
Spider on stick (raw),Common,Item,,3109,,,0
Spiked boots,Uncommon,Item,,3110,,,0
Spiked manacles,Rare,Item,,3111,,,0
Spiky vambraces,Common,Item,,3112,,,0
Spinach roll,Common,Item,,3113,Jewel of Misthalin,,0
Spined body,Rare,Item,,3114,,,0
Spined boots,Uncommon,Item,,3115,,,0
Spined chaps,Rare,Item,,3116,,,0
Spined gloves,Uncommon,Item,,3117,,,0
Spined helm,Rare,Item,,3118,,,0
Spiny helmet,Common,Item,,3119,Mages of the Shore,,0
Spirit shield,Rare,Item,,3120,,,0
Split log,Common,Item,,3121,,,0
Splitbark body,Uncommon,Item,,3122,,,0
Splitbark boots,Uncommon,Item,,3123,,,0
Splitbark gauntlets,Uncommon,Item,,3124,,,0
Splitbark helm,Uncommon,Item,,3125,,,0
Splitbark legs,Uncommon,Item,,3126,,,0
Spooky egg,Common,Item,,3127,,,0
Spork,Uncommon,Item,,3128,,,0
Spotted cape,Uncommon,Item,,3129,,,0
Spotted kebbit fur,Common,Item,,3130,,,0
Spottier cape,Rare,Item,,3131,,,0
Squid beak,Rare,Item,,3132,,,0
Squid paste,Uncommon,Item,,3133,,,0
Staff,Common,Item,,3134,Mages of the Shore,,0
Staff of air,Common,Item,,3135,Jewel of Misthalin,,0
Staff of balance,Legendary,Item,,3136,,,0
Staff of bob the cat,Common,Item,,3137,,,0
Staff of earth,Common,Item,,3138,Jewel of Misthalin,,0
Staff of fire,Common,Item,,3139,Jewel of Misthalin,,0
Staff of light,Legendary,Item,,3140,,,0
Staff of the dead,Mythic,Item,,3141,,,0
Staff of water,Common,Item,,3142,Jewel of Misthalin,,0
Stale baguette,Common,Item,,3143,,,0
Stamina mix,Uncommon,Item,,3144,,,0
Stamina potion,Rare,Item,,3145,,,0
Steam battlestaff,Uncommon,Item,,3146,,,0
Steam rune,Uncommon,Item,,3147,Mages of the Shore,,0
Steam staff upgrade kit,Common,Item,,3148,,,0
Steamforge brew,Common,Item,,3149,,,0
Steel 2h sword,Uncommon,Item,,3150,Knights of Saradomin,,0
Steel arrow,Uncommon,Item,,3151,Mages of the Shore,,0
Steel arrowtips,Common,Item,,3152,Mages of the Shore,,0
Steel axe,Uncommon,Item,,3153,Humble Beginnings,,0
Steel bar,Uncommon,Item,,3154,Knights of Saradomin,,0
Steel battleaxe,Uncommon,Item,,3155,Humble Beginnings,,0
Steel bolts,Uncommon,Item,,3156,Emir’s Dominion,,0
Steel bolts (unf),Common,Item,,3157,Emir’s Dominion,,0
Steel boots,Uncommon,Item,,3158,,,0
Steel brutal,Uncommon,Item,,3159,,,0
Steel cannonball,Uncommon,Item,,3160,Fallen Empires,,0
Steel chainbody,Uncommon,Item,,3161,Knights of Saradomin,,0
Steel claws,Uncommon,Item,,3162,The Concealed King,,0
Steel crossbow,Uncommon,Item,,3163,Jewel of Misthalin,,0
Steel crossbow (u),Common,Item,,3164,Jewel of Misthalin,,0
Steel dagger,Uncommon,Item,,3165,Emir’s Dominion,,0
Steel dart,Uncommon,Item,,3166,,,0
Steel dart tip,Common,Item,,3167,,,0
Steel dragon mask,Common,Item,,3168,,,0
Steel felling axe,Uncommon,Item,,3169,,,0
Steel fire arrow,Common,Item,,3170,,,0
Steel full helm,Uncommon,Item,,3171,Fallen Empires,,0
Steel full helm (g),Uncommon,Item,,3172,,,0
Steel full helm (t),Uncommon,Item,,3173,,,0
Steel halberd,Uncommon,Item,,3174,,,0
Steel hasta,Uncommon,Item,,3175,,,0
Steel javelin,Uncommon,Item,,3176,,,0
Steel javelin tips,Common,Item,,3177,,,0
Steel keel parts,Uncommon,Item,,3178,,,0
Steel kiteshield,Uncommon,Item,,3179,Emir’s Dominion,,0
Steel kiteshield (g),Uncommon,Item,,3180,,,0
Steel kiteshield (t),Uncommon,Item,,3181,,,0
Steel knife,Uncommon,Item,,3182,Emir’s Dominion,,0
Steel limbs,Common,Item,,3183,Jewel of Misthalin,,0
Steel locks,Common,Item,,3184,,,0
Steel longsword,Uncommon,Item,,3185,Emir’s Dominion,,0
Steel mace,Uncommon,Item,,3186,Mages of the Shore,,0
Steel med helm,Uncommon,Item,,3187,Fallen Empires,,0
Steel nails,Uncommon,Item,,3188,Jewel of Misthalin,,0
Steel pickaxe,Uncommon,Item,,3189,Emir’s Dominion,,0
Steel platebody,Uncommon,Item,,3190,Jewel of Misthalin,,0
Steel platebody (g),Uncommon,Item,,3191,,,0
Steel platebody (t),Uncommon,Item,,3192,,,0
Steel platelegs,Uncommon,Item,,3193,Emir’s Dominion,,0
Steel platelegs (g),Uncommon,Item,,3194,,,0
Steel platelegs (t),Uncommon,Item,,3195,,,0
Steel plateskirt,Uncommon,Item,,3196,Emir’s Dominion,,0
Steel plateskirt (g),Uncommon,Item,,3197,,,0
Steel plateskirt (t),Uncommon,Item,,3198,,,0
Steel ring,Rare,Item,,3199,,,0
Steel scimitar,Uncommon,Item,,3200,Emir’s Dominion,,0
Steel spear,Uncommon,Item,,3201,Fallen Empires,,0
Steel sq shield,Uncommon,Item,,3202,Emir’s Dominion,,0
Steel studs,Common,Item,,3203,Emir’s Dominion,,0
Steel sword,Uncommon,Item,,3204,Emir’s Dominion,,0
Steel thrownaxe,Uncommon,Item,,3205,,,0
Steel warhammer,Uncommon,Item,,3206,Emir’s Dominion,,0
Stew,Uncommon,Item,,3207,Humble Beginnings,,0
Stony basalt,Rare,Item,,3208,,,0
Strange fruit,Common,Item,,3209,,,0
Strange old lockpick,Uncommon,Item,,3210,,,0
Strawberries,Common,Item,,3211,,,0
Strawberry,Common,Item,,3212,,,0
Strawberry seed,Uncommon,Item,,3213,Mages of the Shore,,0
Strength amulet (t),Uncommon,Item,,3214,,,0
Strength mix,Common,Item,,3215,,,0
Strength potion,Common,Item,,3216,,,0
Stretched hide,Uncommon,Item,,3217,,,0
Strip of cloth,Common,Item,,3218,,,0
Stripy feather,Common,Item,,3219,,,0
Stripy pirate shirt (beige),Common,Item,,3220,,,0
Stripy pirate shirt (blue),Common,Item,,3221,,,0
Stripy pirate shirt (brown),Common,Item,,3222,,,0
Stripy pirate shirt (red),Common,Item,,3223,,,0
Stronghold notes,Common,Item,,3224,,,0
Strung rabbit foot,Uncommon,Item,,3225,,,0
Strykewyrm bones,Uncommon,Item,,3226,,,0
Studded body,Uncommon,Item,,3227,Jewel of Misthalin,,0
Studded body (g),Uncommon,Item,,3228,,,0
Studded body (t),Uncommon,Item,,3229,,,0
Studded chaps,Uncommon,Item,,3230,Jewel of Misthalin,,0
Studded chaps (g),Uncommon,Item,,3231,,,0
Studded chaps (t),Uncommon,Item,,3232,,,0
Sturdy harness,Uncommon,Item,,3233,,,0
Sulliuscep cap,Rare,Item,,3234,,,0
Sulphur,Common,Item,,3235,,,0
Sulphur blades,Mythic,Item,,3236,,,0
Summer pie,Mythic,Item,,3237,,,0
Summon boat (tablet),Uncommon,Item,,3238,,,0
Sun-shine,Common,Item,,3239,,,0
Sunbeam ale,Common,Item,,3240,,,0
Sunfire fanatic chausses,Mythic,Item,,3241,,,0
Sunfire fanatic cuirass,Mythic,Item,,3242,,,0
Sunfire fanatic helm,Mythic,Item,,3243,,,0
Sunfire rune,Rare,Item,,3244,,,0
Sunfire splinters,Uncommon,Item,,3245,,,0
Sunlight antelope antler,Uncommon,Item,,3246,,,0
Sunlight antelope fur,Uncommon,Item,,3247,,,0
Sunlight antler bolts,Rare,Item,,3248,,,0
Sunlight moth (item),Uncommon,Item,,3249,,,0
Sunlight moth mix,Rare,Item,,3250,,,0
Super antifire mix,Rare,Item,,3251,,,0
Super antifire potion,Mythic,Item,,3252,,,0
Super attack,Rare,Item,,3253,,,0
Super combat potion,Mythic,Item,,3254,,,0
Super def. mix,Uncommon,Item,,3255,,,0
Super defence,Rare,Item,,3256,,,0
Super energy,Rare,Item,,3257,,,0
Super energy mix,Uncommon,Item,,3258,,,0
Super fishing potion,Rare,Item,,3259,,,0
Super hunter potion,Rare,Item,,3260,,,0
Super kebab,Common,Item,,3261,,,0
Super restore,Mythic,Item,,3262,,,0
Super restore mix,Rare,Item,,3263,,,0
Super str. mix,Uncommon,Item,,3264,,,0
Super strength,Rare,Item,,3265,,,0
Superantipoison,Uncommon,Item,,3266,,,0
Superattack mix,Uncommon,Item,,3267,,,0
Supercompost,Uncommon,Item,,3268,,,0
Superior dragon bones,Legendary,Item,,3269,,,0
Swamp lizard,Rare,Item,,3270,,,0
Swamp paste,Common,Item,,3271,,,0
Swamp tar,Common,Item,,3272,,,0
Swamp toad (item),Common,Item,,3273,,,0
Swamp weed,Common,Item,,3274,,,0
Swampbark body,Rare,Item,,3275,,,0
Swampbark boots,Rare,Item,,3276,,,0
Swampbark gauntlets,Rare,Item,,3277,,,0
Swampbark helm,Rare,Item,,3278,,,0
Swampbark legs,Rare,Item,,3279,,,0
Sweetcorn,Common,Item,,3280,,,0
Sweetcorn (bowl),Common,Item,,3281,,,0
Sweetcorn seed,Uncommon,Item,,3282,Humble Beginnings,,0
Swift albatross feather,Rare,Item,,3283,,,0
Swift blade,Uncommon,Item,,3284,,,0
Swordfish,Uncommon,Item,,3285,,,0
Swordtip squid,Uncommon,Item,,3286,,,0
Tai bwo wannai teleport,Uncommon,Item,,3287,,,0
Tall box hedge (bagged),Rare,Item,,3288,,,0
Tall fancy hedge (bagged),Rare,Item,,3289,,,0
Tan cavalier,Common,Item,,3290,,,0
Tangled toad's legs,Common,Item,,3291,,,0
Tankard,Common,Item,,3292,,,0
Tanzanite fang,Rare,Item,,3293,,,0
Target teleport,Common,Item,,3294,,,0
Target teleport scroll,Common,Item,,3295,,,0
Tarromin,Common,Item,,3296,Humble Beginnings,,0
Tarromin potion (unf),Common,Item,,3297,,,0
Tarromin seed,Common,Item,,3298,Jewel of Misthalin,,0
Tarromin tar,Common,Item,,3299,,,0
Tatty graahk fur,Common,Item,,3300,,,0
Tatty kyatt fur,Common,Item,,3301,,,0
Tatty larupia fur,Common,Item,,3302,,,0
Te salt,Common,Item,,3303,,,0
Tea leaves,Common,Item,,3304,,,0
Teacher wand,Rare,Item,,3305,,,0
Teak armchair (flatpack),Uncommon,Item,,3306,,,0
Teak armour case (flatpack),Uncommon,Item,,3307,,,0
Teak bed (flatpack),Uncommon,Item,,3308,,,0
Teak bird house,Uncommon,Item,,3309,,,0
Teak cape rack (flatpack),Uncommon,Item,,3310,,,0
Teak clock (flatpack),Uncommon,Item,,3311,,,0
Teak dining bench (flatpack),Uncommon,Item,,3312,,,0
Teak drawers (flatpack),Uncommon,Item,,3313,,,0
Teak dresser (flatpack),Uncommon,Item,,3314,,,0
Teak fancy dress box (flatpack),Uncommon,Item,,3315,,,0
Teak hull parts,Uncommon,Item,,3316,,,0
Teak kitchen table (flatpack),Uncommon,Item,,3317,,,0
Teak leaves,Common,Item,,3318,,,0
Teak logs,Rare,Item,,3319,,,0
Teak magic wardrobe (flatpack),Uncommon,Item,,3320,,,0
Teak plank,Uncommon,Item,,3321,Jewel of Misthalin,,0
Teak pyre logs,Common,Item,,3322,,,0
Teak repair kit,Uncommon,Item,,3323,,,0
Teak sapling,Rare,Item,,3324,,,0
Teak seed,Uncommon,Item,,3325,,,0
Teak stock,Common,Item,,3326,Jewel of Misthalin,,0
Teak table (flatpack),Uncommon,Item,,3327,,,0
Teak toy box (flatpack),Uncommon,Item,,3328,,,0
Teak treasure chest (flatpack),Uncommon,Item,,3329,,,0
Teak wardrobe (flatpack),Uncommon,Item,,3330,,,0
Teal boots,Common,Item,,3331,,,0
Teal gloves,Common,Item,,3332,,,0
Teal hat,Common,Item,,3333,,,0
Teal robe bottoms,Common,Item,,3334,,,0
Teal robe top,Common,Item,,3335,,,0
Team cape i,Common,Item,,3336,,,0
Team cape x,Common,Item,,3337,,,0
Team cape zero,Common,Item,,3338,,,0
Team-1 cape,Common,Item,,3339,,,0
Team-10 cape,Common,Item,,3340,,,0
Team-11 cape,Common,Item,,3341,,,0
Team-12 cape,Common,Item,,3342,,,0
Team-13 cape,Common,Item,,3343,,,0
Team-14 cape,Common,Item,,3344,,,0
Team-15 cape,Common,Item,,3345,,,0
Team-16 cape,Common,Item,,3346,,,0
Team-17 cape,Common,Item,,3347,,,0
Team-18 cape,Common,Item,,3348,,,0
Team-19 cape,Common,Item,,3349,,,0
Team-2 cape,Common,Item,,3350,,,0
Team-20 cape,Common,Item,,3351,,,0
Team-21 cape,Common,Item,,3352,,,0
Team-22 cape,Common,Item,,3353,,,0
Team-23 cape,Common,Item,,3354,,,0
Team-24 cape,Common,Item,,3355,,,0
Team-25 cape,Common,Item,,3356,,,0
Team-26 cape,Common,Item,,3357,,,0
Team-27 cape,Common,Item,,3358,,,0
Team-28 cape,Common,Item,,3359,,,0
Team-29 cape,Common,Item,,3360,,,0
Team-3 cape,Common,Item,,3361,,,0
Team-30 cape,Common,Item,,3362,,,0
Team-31 cape,Common,Item,,3363,,,0
Team-32 cape,Common,Item,,3364,,,0
Team-33 cape,Common,Item,,3365,,,0
Team-34 cape,Common,Item,,3366,,,0
Team-35 cape,Common,Item,,3367,,,0
Team-36 cape,Common,Item,,3368,,,0
Team-37 cape,Common,Item,,3369,,,0
Team-38 cape,Common,Item,,3370,,,0
Team-39 cape,Common,Item,,3371,,,0
Team-4 cape,Common,Item,,3372,,,0
Team-40 cape,Common,Item,,3373,,,0
Team-41 cape,Common,Item,,3374,,,0
Team-42 cape,Common,Item,,3375,,,0
Team-43 cape,Common,Item,,3376,,,0
Team-44 cape,Common,Item,,3377,,,0
Team-45 cape,Common,Item,,3378,,,0
Team-46 cape,Common,Item,,3379,,,0
Team-47 cape,Common,Item,,3380,,,0
Team-48 cape,Common,Item,,3381,,,0
Team-49 cape,Common,Item,,3382,,,0
Team-5 cape,Common,Item,,3383,,,0
Team-50 cape,Common,Item,,3384,,,0
Team-6 cape,Common,Item,,3385,,,0
Team-7 cape,Common,Item,,3386,,,0
Team-8 cape,Common,Item,,3387,,,0
Team-9 cape,Common,Item,,3388,,,0
Teapot,Common,Item,,3389,,,0
Teapot with leaves,Common,Item,,3390,,,0
Teasing stick,Common,Item,,3391,,,0
Tecu salamander,Legendary,Item,,3392,,,0
Teleport anchoring scroll,Rare,Item,,3393,,,0
Teleport card,Common,Item,,3394,Mages of the Shore,,0
Teleport to boat (tablet),Uncommon,Item,,3395,,,0
Teleport to house (tablet),Uncommon,Item,,3396,,,0
Thammaron's sceptre,Mythic,Item,,3397,,,0
Thammaron's sceptre (a),Mythic,Item,,3398,,,0
Thatch spar dense,Common,Item,,3399,,,0
Thatch spar light,Common,Item,,3400,,,0
Thatch spar med,Common,Item,,3401,,,0
The great divide,Common,Item,,3402,,,0
Thieving bag,Common,Item,,3403,,,0
Thin snail,Common,Item,,3404,,,0
Thin snail meat,Common,Item,,3405,,,0
Thorny hedge (bagged),Rare,Item,,3406,,,0
Thread,Common,Item,,3407,Emir’s Dominion,,0
Tiara,Common,Item,,3408,Emir’s Dominion,,0
Tiara mould,Common,Item,,3409,Emir’s Dominion,,0
Tile,Common,Item,,3410,,,0
Tin ore,Common,Item,,3411,Humble Beginnings,,0
